id,name,state_id,state_code,country_id,country_code,latitude,longitude
23254,Velký Újezd,4589,71,58,CZ,49.57858,17.48347
23255,Velký Šenov,4576,42,58,CZ,50.99078,14.37428
23256,Veltruby,4554,20,58,CZ,50.07059,15.18454
23257,Veltrusy,4554,20,58,CZ,50.27046,14.32857
23258,Velvary,4554,20,58,CZ,50.28152,14.23616
23259,Vendryně,4600,80,58,CZ,49.66662,18.71307
23260,Verneřice,4576,42,58,CZ,50.66114,14.30114
23261,Veselí nad Lužnicí,4639,31,58,CZ,49.1843,14.69734
23262,Veselí nad Moravou,4602,64,58,CZ,48.95363,17.37648
23263,Vestec,4554,20,58,CZ,49.9805,14.50487
23264,Veverská Bítýška,4602,64,58,CZ,49.27591,16.43686
23265,Veřovice,4600,80,58,CZ,49.53916,18.11425
23266,Vidnava,4589,71,58,CZ,50.37234,17.18626
23267,Vidče,4563,724,58,CZ,49.44151,18.09473
23268,Vikýřovice,4589,71,58,CZ,49.97792,17.01234
23269,Vilémov,4576,42,58,CZ,50.99054,14.33531
23270,Vilémov,4575,63,58,CZ,49.81566,15.53584
23271,Vimperk,4639,31,58,CZ,49.05857,13.78286
23272,Vinařice,4554,20,58,CZ,50.17585,14.09106
23273,Viničné Šumice,4602,64,58,CZ,49.21358,16.82541
23274,Vintířov,4581,41,58,CZ,50.23382,12.71748
23275,Vizovice,4563,724,58,CZ,49.22287,17.85455
23276,Višňova,4601,51,58,CZ,50.96663,15.02495
23277,Višňové,4602,64,58,CZ,48.98241,16.15025
23278,Vlachovice,4563,724,58,CZ,49.12377,17.94001
23279,Vlachovo Březí,4639,31,58,CZ,49.08135,13.95842
23280,Vladislav,4575,63,58,CZ,49.21017,15.9883
23281,Vlašim,4554,20,58,CZ,49.70632,14.89881
23282,Vlkoš,4602,64,58,CZ,48.9896,17.16356
23283,Vlčnov,4600,80,58,CZ,49.57866,17.95458
23284,Vlčnov,4563,724,58,CZ,49.0099,17.58183
23285,Vnorovy,4602,64,58,CZ,48.93096,17.3505
23286,Vodňany,4639,31,58,CZ,49.14789,14.17513
23287,Vojkovice,4602,64,58,CZ,49.05138,16.6082
23288,Volary,4639,31,58,CZ,48.90881,13.88657
23289,Volyně,4639,31,58,CZ,49.16578,13.88624
23290,Votice,4554,20,58,CZ,49.64013,14.63809
23291,Vracov,4602,64,58,CZ,48.97523,17.211
23292,Vranovice,4602,64,58,CZ,48.966,16.6066
23293,Vrané nad Vltavou,4554,20,58,CZ,49.93585,14.37706
23294,Vratimov,4600,80,58,CZ,49.76995,18.31015
23295,Vrbice,4602,64,58,CZ,48.91508,16.89779
